fecha	hora	mi variable 1	mi variable 2	variable constante 1	variable aleatoria 1	mi variable sinusoidal 1
12-07-2018	09:53:23	1.000000	2.000000	1.000000	-9.660775	7.667486
12-07-2018	09:54:23	1.000000	2.000000	1.000000	-4.297984	4.776609
12-07-2018	09:55:23	1.000000	2.000000	1.000000	7.821340	2.004208
12-07-2018	09:56:23	1.000000	2.000000	1.000000	6.489423	0.354849
12-07-2018	09:57:23	1.000000	2.000000	1.000000	9.128222	0.060231
12-07-2018	09:58:50	1.000000	2.000000	1.000000	6.720834	8.282732
12-07-2018	09:59:50	1.000000	2.000000	1.000000	-9.601237	4.776650
12-07-2018	10:00:50	1.000000	2.000000	1.000000	0.109685	2.004217
12-07-2018	10:01:50	1.000000	2.000000	1.000000	8.272836	0.354854
12-07-2018	10:02:50	1.000000	2.000000	1.000000	-8.692903	0.060226
12-07-2018	10:03:50	1.000000	2.000000	1.000000	-3.292345	1.161702
12-07-2018	10:05:47	1.000000	2.000000	1.000000	-2.952201	8.282669
12-07-2018	10:06:47	1.000000	2.000000	1.000000	-7.165030	4.776609
12-07-2018	10:07:47	1.000000	2.000000	1.000000	9.745690	2.004172
12-07-2018	10:08:47	1.000000	2.000000	1.000000	-0.716179	0.354833
12-07-2018	10:09:47	1.000000	2.000000	1.000000	1.974174	0.060236
12-07-2018	10:10:47	1.000000	2.000000	1.000000	1.753790	1.161759
12-07-2018	10:11:47	1.000000	2.000000	1.000000	1.899328	3.504699
12-07-2018	10:12:47	1.000000	2.000000	1.000000	-0.599457	6.759968
12-07-2018	10:13:47	1.000000	2.000000	1.000000	9.670092	10.470323
12-07-2018	10:14:47	1.000000	2.000000	1.000000	-8.885100	14.114613
12-07-2018	10:15:47	1.000000	2.000000	1.000000	5.461327	17.180960
12-07-2018	10:16:47	1.000000	2.000000	1.000000	-7.796732	19.238681
12-07-2018	10:17:47	1.000000	2.000000	1.000000	-4.997625	19.998764
12-07-2018	10:18:47	1.000000	2.000000	1.000000	5.389871	19.354441
12-07-2018	10:19:55	1.000000	2.000000	1.000000	-1.373694	8.282697
