fecha	hora	mi variable 1	mi variable 2	variable constante 1	variable aleatoria 1	mi variable sinusoidal 1
18-07-2018	00:00:09	1.000000	2.000000	1.000000	4.787329	3.489222
18-07-2018	00:01:09	1.000000	2.000000	1.000000	0.863070	1.152249
18-07-2018	00:02:09	1.000000	2.000000	1.000000	-0.515130	0.058026
18-07-2018	00:03:09	1.000000	2.000000	1.000000	-0.652958	0.360230
18-07-2018	00:04:09	1.000000	2.000000	1.000000	7.621039	2.016419
18-07-2018	00:05:09	1.000000	2.000000	1.000000	6.740831	4.793961
18-07-2018	00:06:09	1.000000	2.000000	1.000000	7.544991	8.302754
18-07-2018	00:07:09	1.000000	2.000000	1.000000	1.638441	12.049933
18-07-2018	00:08:09	1.000000	2.000000	1.000000	6.869292	15.509188
18-07-2018	00:09:09	1.000000	2.000000	1.000000	-4.758935	18.194615
18-07-2018	00:10:09	1.000000	2.000000	1.000000	-4.304648	19.729044
18-07-2018	00:11:09	1.000000	2.000000	1.000000	1.483987	19.896948
18-07-2018	00:12:09	1.000000	2.000000	1.000000	6.207023	18.674735
18-07-2018	00:13:09	1.000000	2.000000	1.000000	9.809741	16.234089
18-07-2018	00:14:09	1.000000	2.000000	1.000000	-3.910793	12.917814
18-07-2018	00:15:09	1.000000	2.000000	1.000000	9.674338	9.191712
18-07-2018	00:16:09	1.000000	2.000000	1.000000	-1.649758	5.579142
18-07-2018	00:17:09	1.000000	2.000000	1.000000	3.674875	2.587511
18-07-2018	00:18:09	1.000000	2.000000	1.000000	0.569395	0.637031
18-07-2018	00:19:09	1.000000	2.000000	1.000000	2.479528	0.001646
18-07-2018	00:20:09	1.000000	2.000000	1.000000	5.475544	0.770621
18-07-2018	00:21:09	1.000000	2.000000	1.000000	0.018444	2.835941
18-07-2018	00:22:09	1.000000	2.000000	1.000000	-2.675989	5.907526
18-07-2018	00:23:09	1.000000	2.000000	1.000000	-7.496043	9.553908
18-07-2018	00:24:09	1.000000	2.000000	1.000000	-9.947001	13.262974
18-07-2018	00:25:09	1.000000	2.000000	1.000000	4.940811	16.513712
18-07-2018	00:26:09	1.000000	2.000000	1.000000	-6.116586	18.849547
18-07-2018	00:27:09	1.000000	2.000000	1.000000	4.470823	19.942388
18-07-2018	00:28:09	1.000000	2.000000	1.000000	-9.983119	19.638746
18-07-2018	00:29:09	1.000000	2.000000	1.000000	-1.808408	17.981271
18-07-2018	00:30:09	1.000000	2.000000	1.000000	-8.568234	15.202745
18-07-2018	00:31:09	1.000000	2.000000	1.000000	-8.904129	11.693462
18-07-2018	00:32:09	1.000000	2.000000	1.000000	6.974850	7.946300
18-07-2018	00:33:09	1.000000	2.000000	1.000000	4.554562	4.487597
18-07-2018	00:34:09	1.000000	2.000000	1.000000	-6.602889	1.803169
18-07-2018	00:35:09	1.000000	2.000000	1.000000	-8.838639	0.270059
18-07-2018	00:36:09	1.000000	2.000000	1.000000	3.743711	0.103612
18-07-2018	00:37:09	1.000000	2.000000	1.000000	-0.018720	1.327203
18-07-2018	00:38:09	1.000000	2.000000	1.000000	-2.913145	3.768963
18-07-2018	00:39:09	1.000000	2.000000	1.000000	-7.673460	7.085927
18-07-2018	00:40:09	1.000000	2.000000	1.000000	-7.218621	10.812183
18-07-2018	00:41:09	1.000000	2.000000	1.000000	-4.506301	14.424380
18-07-2018	00:42:09	1.000000	2.000000	1.000000	8.172259	17.415115
18-07-2018	00:43:09	1.000000	2.000000	1.000000	4.042431	19.364355
18-07-2018	00:44:09	1.000000	2.000000	1.000000	-3.363923	19.998281
18-07-2018	00:45:09	1.000000	2.000000	1.000000	-8.994503	19.227858
18-07-2018	00:46:09	1.000000	2.000000	1.000000	-1.268497	17.161317
18-07-2018	00:47:09	1.000000	2.000000	1.000000	-4.282276	14.088890
18-07-2018	00:48:09	1.000000	2.000000	1.000000	-6.372662	10.442165
18-07-2018	00:49:09	1.000000	2.000000	1.000000	3.064739	6.733336
18-07-2018	00:50:09	1.000000	2.000000	1.000000	7.156533	3.483312
18-07-2018	00:51:09	1.000000	2.000000	1.000000	4.745018	1.148624
18-07-2018	00:52:09	1.000000	2.000000	1.000000	-8.988890	0.057191
18-07-2018	00:53:09	1.000000	2.000000	1.000000	-4.646834	0.362306
18-07-2018	00:54:09	1.000000	2.000000	1.000000	7.249709	2.021113
18-07-2018	00:55:09	1.000000	2.000000	1.000000	-5.051981	4.800619
18-07-2018	00:56:09	1.000000	2.000000	1.000000	-9.725450	8.310424
18-07-2018	00:57:09	1.000000	2.000000	1.000000	5.780353	12.057535
18-07-2018	00:58:09	1.000000	2.000000	1.000000	4.469592	15.515658
18-07-2018	00:59:09	1.000000	2.000000	1.000000	-6.886200	18.199063
18-07-2018	01:00:09	1.000000	2.000000	1.000000	-1.388795	19.730832
18-07-2018	01:01:09	1.000000	2.000000	1.000000	4.370242	19.895835
18-07-2018	01:02:09	1.000000	2.000000	1.000000	-6.768970	18.670890
18-07-2018	01:03:09	1.000000	2.000000	1.000000	-3.237179	16.228037
18-07-2018	01:04:09	1.000000	2.000000	1.000000	7.397083	12.910401
18-07-2018	01:05:09	1.000000	2.000000	1.000000	4.806326	9.183971
18-07-2018	01:06:09	1.000000	2.000000	1.000000	-6.430068	5.572184
18-07-2018	01:07:09	1.000000	2.000000	1.000000	2.102005	2.582312
18-07-2018	01:08:09	1.000000	2.000000	1.000000	-0.202711	0.634304
18-07-2018	01:09:09	1.000000	2.000000	1.000000	-4.699787	0.001790
18-07-2018	01:10:09	1.000000	2.000000	1.000000	9.213048	0.773616
18-07-2018	01:11:09	1.000000	2.000000	1.000000	7.904922	2.841356
18-07-2018	01:12:09	1.000000	2.000000	1.000000	3.422325	5.914587
18-07-2018	01:13:09	1.000000	2.000000	1.000000	1.393921	9.561641
18-07-2018	01:14:09	1.000000	2.000000	1.000000	-5.061402	13.270270
18-07-2018	01:15:09	1.000000	2.000000	1.000000	3.620137	16.519560
18-07-2018	01:16:09	1.000000	2.000000	1.000000	-1.135047	18.853132
