fecha	hora	mi variable 1	mi variable 2	variable constante 1	variable aleatoria 1	mi variable sinusoidal 1
05-07-2018	07:35:51	1.000000	2.000000	1.000000	5.641370	8.282624
05-07-2018	07:36:51	1.000000	2.000000	1.000000	9.220128	4.776583
05-07-2018	07:37:51	1.000000	2.000000	1.000000	-3.753313	2.004173
05-07-2018	07:38:51	1.000000	2.000000	1.000000	-4.966889	0.354837
05-07-2018	07:39:51	1.000000	2.000000	1.000000	-5.011397	0.060238
05-07-2018	07:40:51	1.000000	2.000000	1.000000	-8.456424	1.161765
05-07-2018	07:41:51	1.000000	2.000000	1.000000	-4.966576	3.504690
05-07-2018	07:42:51	1.000000	2.000000	1.000000	-9.363438	6.759913
05-07-2018	07:43:51	1.000000	2.000000	1.000000	4.611310	10.470272
05-07-2018	07:44:51	1.000000	2.000000	1.000000	-8.272988	14.114535
05-07-2018	07:45:51	1.000000	2.000000	1.000000	-3.243347	17.180888
05-07-2018	07:46:51	1.000000	2.000000	1.000000	-4.379477	19.238649
05-07-2018	07:47:51	1.000000	2.000000	1.000000	-1.829444	19.998763
05-07-2018	07:48:51	1.000000	2.000000	1.000000	5.226513	19.354469
05-07-2018	07:49:51	1.000000	2.000000	1.000000	-8.800394	17.396250
05-07-2018	07:50:51	1.000000	2.000000	1.000000	1.410675	14.399192
05-07-2018	07:51:51	1.000000	2.000000	1.000000	-7.539319	10.784204
05-07-2018	07:52:51	1.000000	2.000000	1.000000	-8.897876	7.059088
05-07-2018	07:53:51	1.000000	2.000000	1.000000	7.487354	3.747041
05-07-2018	07:54:51	1.000000	2.000000	1.000000	7.406750	1.313279
05-07-2018	07:55:51	1.000000	2.000000	1.000000	-6.373980	0.099624
05-07-2018	07:56:51	1.000000	2.000000	1.000000	9.735344	0.276566
05-07-2018	07:57:51	1.000000	2.000000	1.000000	8.481963	1.819231
05-07-2018	07:58:51	1.000000	2.000000	1.000000	-4.732314	4.510959
05-07-2018	07:59:51	1.000000	2.000000	1.000000	4.616470	7.973668
05-07-2018	08:00:51	1.000000	2.000000	1.000000	-1.233152	11.720998
05-07-2018	08:01:51	1.000000	2.000000	1.000000	4.827912	15.226598
05-07-2018	08:02:51	1.000000	2.000000	1.000000	-0.235687	17.998081
