fecha	hora	mi variable 1	mi variable 2
20-06-2018	08:33:40	1.000000	2.000000
20-06-2018	08:34:40	1.000000	2.000000
20-06-2018	08:35:40	1.000000	2.000000
20-06-2018	08:36:40	1.000000	2.000000
20-06-2018	08:37:40	1.000000	2.000000
20-06-2018	11:42:08	1.000000	2.000000	1.000000	1.000000	1.000000
20-06-2018	11:43:08	1.000000	2.000000	1.000000	1.000000	1.000000
20-06-2018	11:44:08	1.000000	2.000000	1.000000	1.000000	1.000000
20-06-2018	11:46:20	1.000000	2.000000	1.000000	1.000000	1.000000
20-06-2018	11:47:20	1.000000	2.000000	1.000000	1.000000	1.000000
20-06-2018	11:48:20	1.000000	2.000000	1.000000	1.000000	1.000000
20-06-2018	11:49:20	1.000000	2.000000	1.000000	1.000000	1.000000
20-06-2018	11:52:03	1.000000	2.000000	1.000000	1.000000	1.000000
20-06-2018	11:53:50	1.000000	2.000000	1.000000	1.000000	1.000000
20-06-2018	11:56:26	1.000000	2.000000	1.000000	1.000000	1.000000
20-06-2018	11:58:02	1.000000	2.000000	1.000000	1.000000	1.000000
20-06-2018	12:03:37	1.000000	2.000000	1.000000	1.000000	1.000000
20-06-2018	12:04:37	1.000000	2.000000	1.000000	1.000000	1.000000
20-06-2018	12:06:43	1.000000	2.000000	1.000000	1.000000	1.000000
20-06-2018	12:07:43	1.000000	2.000000	1.000000	1.000000	1.000000
20-06-2018	12:10:27	1.000000	2.000000	1.000000	1.000000	1.000000
20-06-2018	12:35:35	1.000000	2.000000	1.000000	1.000000	1.000000
20-06-2018	12:41:51	1.000000	2.000000	1.000000	1.000000	1.000000
20-06-2018	12:57:44	1.000000	2.000000	1.000000	-4.768366	5.879088
20-06-2018	12:59:24	1.000000	2.000000	1.000000	-1.921480	8.282603
